customer_sk,customer_id,customer_name,dob,gender,kyc_type,kyc_number,onboard_date,status,loyalty_tier,city,state,country,email,phone,last_updated_ts,gdpr_opt_out
3681,CUST003681,Customer_3681,08-09-2005,F,Aadhaar,KYC00003681,14-09-2018,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3681@mail.com,-9123994474,27:44.8,Y
3682,CUST003682,Customer_3682,10-02-2014,M,Passport,KYC00003682,31-07-2018,INACTIVE,Platinum,Hyderabad,Telangana,India,customer3682@mail.com,-9874078235,27:44.8,Y
3683,CUST003683,Customer_3683,17-05-2012,F,Aadhaar,KYC00003683,15-04-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3683@mail.com,-9985151942,27:44.8,Y
3684,CUST003684,Customer_3684,23-12-1991,F,PAN,KYC00003684,04-07-2025,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3684@mail.com,-9883251359,27:44.8,N
3685,CUST003685,Customer_3685,11-01-1996,M,PAN,KYC00003685,06-09-2023,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3685@mail.com,-9726285561,27:44.8,Y
3686,CUST003686,Customer_3686,30-10-1989,M,PAN,KYC00003686,12-11-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3686@mail.com,-9772831219,27:44.8,Y
3687,CUST003687,Customer_3687,21-04-1991,F,PAN,KYC00003687,20-03-2019,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3687@mail.com,-9686858038,27:44.8,Y
3688,CUST003688,Customer_3688,02-12-2011,F,Aadhaar,KYC00003688,28-07-2021,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3688@mail.com,-9775573524,27:44.8,N
3689,CUST003689,Customer_3689,12-11-2000,M,PAN,KYC00003689,16-03-2022,ACTIVE,Gold,Delhi,Delhi,India,customer3689@mail.com,-9407530518,27:44.8,Y
3690,CUST003690,Customer_3690,12-07-2007,M,Passport,KYC00003690,21-12-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer3690@mail.com,-9329597232,27:44.8,N
3691,CUST003691,Customer_3691,31-07-1992,M,Passport,KYC00003691,16-10-2021,ACTIVE,Silver,Delhi,Delhi,India,customer3691@mail.com,-9321273974,27:44.8,Y
3692,CUST003692,Customer_3692,09-10-2010,M,Aadhaar,KYC00003692,06-02-2026,INACTIVE,Platinum,Hyderabad,Telangana,India,customer3692@mail.com,-9423097662,27:44.8,Y
3693,CUST003693,Customer_3693,13-09-1996,F,PAN,KYC00003693,01-12-2020,INACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3693@mail.com,-9244503110,27:44.8,Y
3694,CUST003694,Customer_3694,05-07-1987,F,Passport,KYC00003694,10-11-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer3694@mail.com,-9360848380,27:44.8,N
3695,CUST003695,Customer_3695,04-11-1986,M,PAN,KYC00003695,27-01-2020,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3695@mail.com,-9681648713,27:44.8,Y
3696,CUST003696,Customer_3696,05-09-1984,M,PAN,KYC00003696,13-09-2023,INACTIVE,Gold,Delhi,Delhi,India,customer3696@mail.com,-9412544544,27:44.8,N
3697,CUST003697,Customer_3697,29-03-1986,M,Aadhaar,KYC00003697,02-06-2025,INACTIVE,Gold,Delhi,Delhi,India,customer3697@mail.com,-9216401441,27:44.8,Y
3698,CUST003698,Customer_3698,01-02-2001,M,Passport,KYC00003698,08-10-2024,ACTIVE,Silver,Delhi,Delhi,India,customer3698@mail.com,-9618813545,27:44.8,N
3699,CUST003699,Customer_3699,27-10-2005,M,Passport,KYC00003699,01-09-2022,ACTIVE,Silver,Hyderabad,Telangana,India,customer3699@mail.com,-9635783821,27:44.8,Y
3700,CUST003700,Customer_3700,24-10-1996,F,Passport,KYC00003700,22-07-2018,ACTIVE,Silver,Kolkata,West Bengal,India,customer3700@mail.com,-9637948721,27:44.8,N
3701,CUST003701,Customer_3701,21-02-1994,M,PAN,KYC00003701,12-07-2025,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3701@mail.com,-9419301759,27:44.8,N
3702,CUST003702,Customer_3702,06-09-1995,F,Aadhaar,KYC00003702,07-05-2021,ACTIVE,Platinum,Delhi,Delhi,India,customer3702@mail.com,-9758068770,27:44.8,Y
3703,CUST003703,Customer_3703,29-10-1985,F,Passport,KYC00003703,05-09-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer3703@mail.com,-9832002749,27:44.8,Y
3704,CUST003704,Customer_3704,22-05-1995,M,Passport,KYC00003704,25-01-2026,INACTIVE,Platinum,Delhi,Delhi,India,customer3704@mail.com,-9116606197,27:44.8,Y
3705,CUST003705,Customer_3705,11-01-1990,F,Passport,KYC00003705,14-04-2019,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3705@mail.com,-9156994448,27:44.8,Y
3706,CUST003706,Customer_3706,08-04-1987,F,Passport,KYC00003706,08-06-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3706@mail.com,-9526389269,27:44.8,Y
3707,CUST003707,Customer_3707,19-09-2001,F,PAN,KYC00003707,09-03-2023,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3707@mail.com,-9226557236,27:44.8,N
3708,CUST003708,Customer_3708,04-03-1987,M,Passport,KYC00003708,19-06-2022,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3708@mail.com,-9284546388,27:44.8,N
3709,CUST003709,Customer_3709,22-06-1990,M,PAN,KYC00003709,01-10-2022,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3709@mail.com,-9860036246,27:44.8,N
3710,CUST003710,Customer_3710,24-07-1996,M,PAN,KYC00003710,07-10-2024,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3710@mail.com,-9929683018,27:44.8,N
3711,CUST003711,Customer_3711,09-07-1994,F,PAN,KYC00003711,27-08-2025,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3711@mail.com,-9538358906,27:44.8,N
3712,CUST003712,Customer_3712,25-11-1994,F,PAN,KYC00003712,21-05-2023,ACTIVE,Gold,Delhi,Delhi,India,customer3712@mail.com,-9372430921,27:44.8,N
3713,CUST003713,Customer_3713,06-12-1993,F,PAN,KYC00003713,17-04-2018,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3713@mail.com,-9187496408,27:44.8,N
3714,CUST003714,Customer_3714,18-02-1988,M,Passport,KYC00003714,28-09-2020,ACTIVE,Silver,Kolkata,West Bengal,India,customer3714@mail.com,-9713489592,27:44.8,N
3715,CUST003715,Customer_3715,10-03-2007,F,Passport,KYC00003715,26-06-2024,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3715@mail.com,-9463863919,27:44.8,N
3716,CUST003716,Customer_3716,09-04-2006,F,PAN,KYC00003716,14-06-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer3716@mail.com,-9135066529,27:44.8,N
3717,CUST003717,Customer_3717,11-08-2006,F,PAN,KYC00003717,05-06-2024,ACTIVE,Silver,Delhi,Delhi,India,customer3717@mail.com,-9239124071,27:44.8,N
3718,CUST003718,Customer_3718,20-04-2001,M,Aadhaar,KYC00003718,17-01-2019,INACTIVE,Gold,Hyderabad,Telangana,India,customer3718@mail.com,-9680755322,27:44.8,Y
3719,CUST003719,Customer_3719,24-06-2012,F,PAN,KYC00003719,06-09-2020,INACTIVE,Gold,Hyderabad,Telangana,India,customer3719@mail.com,-9699808811,27:44.8,N
3720,CUST003720,Customer_3720,02-03-2009,F,Aadhaar,KYC00003720,17-02-2023,INACTIVE,Platinum,Kolkata,West Bengal,India,customer3720@mail.com,-9567703800,27:44.8,Y
3721,CUST003721,Customer_3721,24-07-2001,F,PAN,KYC00003721,24-06-2021,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3721@mail.com,-9867087796,27:44.8,N
3722,CUST003722,Customer_3722,26-08-2012,M,PAN,KYC00003722,02-03-2025,INACTIVE,Silver,Hyderabad,Telangana,India,customer3722@mail.com,-9147896532,27:44.8,Y
3723,CUST003723,Customer_3723,09-02-1992,F,Passport,KYC00003723,18-09-2022,INACTIVE,Gold,Mumbai,Maharashtra,India,customer3723@mail.com,-9910599887,27:44.8,N
3724,CUST003724,Customer_3724,07-06-1999,M,PAN,KYC00003724,22-05-2021,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3724@mail.com,-9146373947,27:44.8,N
3725,CUST003725,Customer_3725,07-11-2003,M,PAN,KYC00003725,27-01-2024,ACTIVE,Gold,Hyderabad,Telangana,India,customer3725@mail.com,-9515555947,27:44.8,Y
3726,CUST003726,Customer_3726,25-02-1997,M,Aadhaar,KYC00003726,30-07-2018,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3726@mail.com,-9936928494,27:44.8,N
3727,CUST003727,Customer_3727,29-07-1997,F,Aadhaar,KYC00003727,26-04-2019,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3727@mail.com,-9155002317,27:44.8,N
3728,CUST003728,Customer_3728,15-05-2005,F,Aadhaar,KYC00003728,16-01-2023,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3728@mail.com,-9823284121,27:44.8,N
3729,CUST003729,Customer_3729,25-06-1999,F,PAN,KYC00003729,28-09-2023,INACTIVE,Silver,Delhi,Delhi,India,customer3729@mail.com,-9278691374,27:44.8,N
3730,CUST003730,Customer_3730,12-01-2010,M,Aadhaar,KYC00003730,08-09-2023,ACTIVE,Gold,Hyderabad,Telangana,India,customer3730@mail.com,-9830466730,27:44.8,Y
3731,CUST003731,Customer_3731,08-03-2010,M,Passport,KYC00003731,10-09-2023,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3731@mail.com,-9508264017,27:44.8,N
3732,CUST003732,Customer_3732,12-11-2002,M,Aadhaar,KYC00003732,02-04-2022,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3732@mail.com,-9870762630,27:44.8,N
3733,CUST003733,Customer_3733,19-12-1993,M,Aadhaar,KYC00003733,23-02-2024,INACTIVE,Silver,Kolkata,West Bengal,India,customer3733@mail.com,-9770869220,27:44.8,N
3734,CUST003734,Customer_3734,18-08-2004,F,Passport,KYC00003734,15-03-2022,INACTIVE,Silver,Delhi,Delhi,India,customer3734@mail.com,-9912681636,27:44.8,Y
3735,CUST003735,Customer_3735,05-07-2009,F,PAN,KYC00003735,22-03-2022,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3735@mail.com,-9602979082,27:44.8,Y
3736,CUST003736,Customer_3736,01-02-2004,M,Passport,KYC00003736,16-12-2018,ACTIVE,Gold,Hyderabad,Telangana,India,customer3736@mail.com,-9915280678,27:44.8,Y
3737,CUST003737,Customer_3737,10-09-1989,M,Passport,KYC00003737,11-09-2024,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3737@mail.com,-9301252785,27:44.8,Y
3738,CUST003738,Customer_3738,16-05-2008,M,Aadhaar,KYC00003738,06-04-2020,ACTIVE,Silver,Delhi,Delhi,India,customer3738@mail.com,-9306794383,27:44.8,Y
3739,CUST003739,Customer_3739,02-08-1990,M,Passport,KYC00003739,11-08-2024,ACTIVE,Gold,Kolkata,West Bengal,India,customer3739@mail.com,-9400564932,27:44.8,N
3740,CUST003740,Customer_3740,28-02-2002,M,Aadhaar,KYC00003740,07-05-2024,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3740@mail.com,-9343273061,27:44.8,Y
3741,CUST003741,Customer_3741,14-08-2011,F,Passport,KYC00003741,19-06-2019,ACTIVE,Gold,Delhi,Delhi,India,customer3741@mail.com,-9569918752,27:44.8,N
3742,CUST003742,Customer_3742,22-06-1990,F,PAN,KYC00003742,14-07-2019,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3742@mail.com,-9617966728,27:44.8,Y
3743,CUST003743,Customer_3743,29-04-2001,F,Aadhaar,KYC00003743,16-12-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer3743@mail.com,-9670917088,27:44.8,N
3744,CUST003744,Customer_3744,05-03-1995,M,PAN,KYC00003744,28-06-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3744@mail.com,-9279012633,27:44.8,N
3745,CUST003745,Customer_3745,12-02-1998,M,Passport,KYC00003745,27-01-2018,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3745@mail.com,-9576812561,27:44.8,N
3746,CUST003746,Customer_3746,01-02-1990,F,Aadhaar,KYC00003746,03-05-2018,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3746@mail.com,-9555563546,27:44.8,N
3747,CUST003747,Customer_3747,20-12-2001,M,Passport,KYC00003747,10-01-2020,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3747@mail.com,-9875356086,27:44.8,Y
3748,CUST003748,Customer_3748,27-08-1989,M,PAN,KYC00003748,23-05-2023,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3748@mail.com,-9767257537,27:44.8,N
3749,CUST003749,Customer_3749,02-03-2002,F,PAN,KYC00003749,21-08-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3749@mail.com,-9970922622,27:44.8,N
3750,CUST003750,Customer_3750,11-09-2007,F,PAN,KYC00003750,29-10-2023,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3750@mail.com,-9987304033,27:44.8,Y
3751,CUST003751,Customer_3751,26-03-1991,F,Passport,KYC00003751,23-01-2022,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3751@mail.com,-9718772897,27:44.8,Y
3752,CUST003752,Customer_3752,24-01-2014,F,Aadhaar,KYC00003752,15-05-2021,ACTIVE,Gold,Delhi,Delhi,India,customer3752@mail.com,-9108957029,27:44.8,Y
3753,CUST003753,Customer_3753,13-05-1992,M,Aadhaar,KYC00003753,19-01-2018,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3753@mail.com,-9184375495,27:44.8,Y
3754,CUST003754,Customer_3754,23-10-2007,F,Aadhaar,KYC00003754,18-10-2021,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3754@mail.com,-9122765624,27:44.8,Y
3755,CUST003755,Customer_3755,23-04-1991,M,PAN,KYC00003755,10-02-2026,INACTIVE,Gold,Hyderabad,Telangana,India,customer3755@mail.com,-9419499782,27:44.8,N
3756,CUST003756,Customer_3756,01-03-1987,F,Aadhaar,KYC00003756,11-12-2023,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3756@mail.com,-9247627684,27:44.8,Y
3757,CUST003757,Customer_3757,27-03-1996,F,Aadhaar,KYC00003757,24-06-2019,INACTIVE,Gold,Kolkata,West Bengal,India,customer3757@mail.com,-9798183299,27:44.8,Y
3758,CUST003758,Customer_3758,11-02-2000,M,Aadhaar,KYC00003758,21-08-2025,INACTIVE,Gold,Kolkata,West Bengal,India,customer3758@mail.com,-9396110994,27:44.8,Y
3759,CUST003759,Customer_3759,23-06-1994,F,PAN,KYC00003759,26-05-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer3759@mail.com,-9889140575,27:44.8,Y
3760,CUST003760,Customer_3760,07-10-1984,F,Passport,KYC00003760,15-07-2023,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3760@mail.com,-9839587351,27:44.8,Y
3761,CUST003761,Customer_3761,28-02-2008,M,Aadhaar,KYC00003761,20-07-2018,ACTIVE,Gold,Delhi,Delhi,India,customer3761@mail.com,-9460318655,27:44.8,N
3762,CUST003762,Customer_3762,20-01-1991,M,PAN,KYC00003762,02-07-2022,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3762@mail.com,-9387645783,27:44.8,N
3763,CUST003763,Customer_3763,21-08-1988,F,PAN,KYC00003763,27-01-2019,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3763@mail.com,-9875635441,27:44.8,Y
3764,CUST003764,Customer_3764,23-07-2003,F,Passport,KYC00003764,03-06-2023,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3764@mail.com,-9762955138,27:44.8,Y
3765,CUST003765,Customer_3765,21-06-1987,M,PAN,KYC00003765,04-05-2019,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3765@mail.com,-9877198489,27:44.8,N
3766,CUST003766,Customer_3766,08-11-1994,M,Passport,KYC00003766,04-09-2019,INACTIVE,Silver,Mumbai,Maharashtra,India,customer3766@mail.com,-9992645203,27:44.8,N
3767,CUST003767,Customer_3767,17-03-2013,M,Aadhaar,KYC00003767,26-07-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3767@mail.com,-9273436415,27:44.8,Y
3768,CUST003768,Customer_3768,10-03-2008,F,Aadhaar,KYC00003768,27-05-2019,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3768@mail.com,-9326572957,27:44.8,N
3769,CUST003769,Customer_3769,01-11-1996,M,PAN,KYC00003769,27-03-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer3769@mail.com,-9425025777,27:44.8,Y
3770,CUST003770,Customer_3770,25-05-1992,F,Passport,KYC00003770,31-03-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3770@mail.com,-9542430302,27:44.8,Y
3771,CUST003771,Customer_3771,04-01-1990,F,Passport,KYC00003771,23-11-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer3771@mail.com,-9175258340,27:44.8,Y
3772,CUST003772,Customer_3772,18-06-2013,F,Passport,KYC00003772,16-01-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3772@mail.com,-9566265062,27:44.8,N
3773,CUST003773,Customer_3773,16-11-1991,F,Aadhaar,KYC00003773,23-02-2020,ACTIVE,Silver,Delhi,Delhi,India,customer3773@mail.com,-9776097099,27:44.8,N
3774,CUST003774,Customer_3774,05-02-2012,F,Passport,KYC00003774,23-07-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3774@mail.com,-9504147475,27:44.8,N
3775,CUST003775,Customer_3775,11-02-1989,F,Aadhaar,KYC00003775,22-12-2025,ACTIVE,Silver,Delhi,Delhi,India,customer3775@mail.com,-9656764437,27:44.8,Y
3776,CUST003776,Customer_3776,06-09-2011,M,PAN,KYC00003776,11-01-2021,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3776@mail.com,-9418717581,27:44.8,Y
3777,CUST003777,Customer_3777,16-04-2005,F,PAN,KYC00003777,10-01-2025,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3777@mail.com,-9153514446,27:44.8,N
3778,CUST003778,Customer_3778,22-02-2011,M,Aadhaar,KYC00003778,03-11-2025,ACTIVE,Gold,Kolkata,West Bengal,India,customer3778@mail.com,-9344871586,27:44.8,N
3779,CUST003779,Customer_3779,19-11-1989,F,PAN,KYC00003779,19-07-2022,INACTIVE,Platinum,Delhi,Delhi,India,customer3779@mail.com,-9936665845,27:44.8,Y
3780,CUST003780,Customer_3780,01-08-2000,F,Passport,KYC00003780,22-09-2019,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3780@mail.com,-9543016535,27:44.8,Y
3781,CUST003781,Customer_3781,16-11-2010,M,Passport,KYC00003781,04-01-2021,ACTIVE,Silver,Kolkata,West Bengal,India,customer3781@mail.com,-9828823550,27:44.8,N
3782,CUST003782,Customer_3782,07-02-2005,M,PAN,KYC00003782,21-12-2025,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3782@mail.com,-9297940643,27:44.8,Y
3783,CUST003783,Customer_3783,08-02-1998,M,Aadhaar,KYC00003783,06-07-2023,ACTIVE,Gold,Delhi,Delhi,India,customer3783@mail.com,-9713726982,27:44.8,Y
3784,CUST003784,Customer_3784,11-08-2012,M,Passport,KYC00003784,25-12-2020,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3784@mail.com,-9955970998,27:44.8,Y
3785,CUST003785,Customer_3785,20-12-1998,F,Aadhaar,KYC00003785,08-06-2021,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3785@mail.com,-9717625399,27:44.8,Y
3786,CUST003786,Customer_3786,28-08-1998,F,Passport,KYC00003786,29-08-2022,INACTIVE,Gold,Hyderabad,Telangana,India,customer3786@mail.com,-9956040968,27:44.8,Y
3787,CUST003787,Customer_3787,06-05-1995,M,PAN,KYC00003787,12-11-2019,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3787@mail.com,-9896452049,27:44.8,N
3788,CUST003788,Customer_3788,07-10-1994,F,Aadhaar,KYC00003788,13-02-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer3788@mail.com,-9317746560,27:44.8,Y
3789,CUST003789,Customer_3789,30-05-2009,M,Passport,KYC00003789,05-06-2018,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3789@mail.com,-9422781727,27:44.8,N
3790,CUST003790,Customer_3790,13-03-1987,F,Aadhaar,KYC00003790,20-08-2019,INACTIVE,Platinum,Delhi,Delhi,India,customer3790@mail.com,-9624942101,27:44.8,Y
3791,CUST003791,Customer_3791,27-09-1998,F,Aadhaar,KYC00003791,21-05-2025,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3791@mail.com,-9405093122,27:44.8,Y
3792,CUST003792,Customer_3792,26-04-1995,M,Aadhaar,KYC00003792,11-12-2024,INACTIVE,Platinum,Hyderabad,Telangana,India,customer3792@mail.com,-9254198100,27:44.8,Y
3793,CUST003793,Customer_3793,02-08-2003,F,Aadhaar,KYC00003793,01-01-2021,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3793@mail.com,-9310939617,27:44.8,N
3794,CUST003794,Customer_3794,09-12-2009,F,Passport,KYC00003794,20-03-2018,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3794@mail.com,-9327645711,27:44.8,Y
3795,CUST003795,Customer_3795,21-09-1999,M,Passport,KYC00003795,05-04-2023,ACTIVE,Gold,Hyderabad,Telangana,India,customer3795@mail.com,-9590349454,27:44.8,Y
3796,CUST003796,Customer_3796,01-02-2007,M,PAN,KYC00003796,05-10-2020,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3796@mail.com,-9349584165,27:44.8,N
3797,CUST003797,Customer_3797,26-04-1995,M,PAN,KYC00003797,11-01-2020,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3797@mail.com,-9433102711,27:44.8,Y
3798,CUST003798,Customer_3798,04-01-1991,F,Aadhaar,KYC00003798,04-11-2020,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3798@mail.com,-9712093838,27:44.8,N
3799,CUST003799,Customer_3799,27-09-2004,M,PAN,KYC00003799,17-09-2020,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3799@mail.com,-9148127576,27:44.8,N
3800,CUST003800,Customer_3800,05-02-2002,M,PAN,KYC00003800,15-10-2020,ACTIVE,Gold,Kolkata,West Bengal,India,customer3800@mail.com,-9202904725,27:44.8,Y
3801,CUST003801,Customer_3801,11-03-1988,F,Aadhaar,KYC00003801,21-08-2021,INACTIVE,Silver,Delhi,Delhi,India,customer3801@mail.com,-9963258073,27:44.8,N
3802,CUST003802,Customer_3802,07-07-1986,F,PAN,KYC00003802,16-09-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer3802@mail.com,-9522270638,27:44.8,N
3803,CUST003803,Customer_3803,12-09-1987,M,Aadhaar,KYC00003803,05-03-2022,ACTIVE,Silver,Kolkata,West Bengal,India,customer3803@mail.com,-9444393903,27:44.8,Y
3804,CUST003804,Customer_3804,06-10-1985,F,Passport,KYC00003804,05-11-2018,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3804@mail.com,-9982933017,27:44.8,N
3805,CUST003805,Customer_3805,01-11-1999,M,Passport,KYC00003805,21-09-2025,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3805@mail.com,-9372653419,27:44.8,Y
3806,CUST003806,Customer_3806,08-04-2005,M,Aadhaar,KYC00003806,05-10-2025,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3806@mail.com,-9484337544,27:44.8,N
3807,CUST003807,Customer_3807,06-10-2001,F,PAN,KYC00003807,13-12-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3807@mail.com,-9539782631,27:44.8,Y
3808,CUST003808,Customer_3808,25-06-2003,M,Passport,KYC00003808,09-08-2022,ACTIVE,Silver,Kolkata,West Bengal,India,customer3808@mail.com,-9820857558,27:44.8,N
3809,CUST003809,Customer_3809,28-07-2003,M,Aadhaar,KYC00003809,23-06-2019,ACTIVE,Silver,Hyderabad,Telangana,India,customer3809@mail.com,-9591989956,27:44.8,N
3810,CUST003810,Customer_3810,11-03-1998,M,Aadhaar,KYC00003810,23-09-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3810@mail.com,-9751882964,27:44.8,N
3811,CUST003811,Customer_3811,31-03-2000,F,Passport,KYC00003811,30-12-2022,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3811@mail.com,-9428642152,27:44.8,Y
3812,CUST003812,Customer_3812,05-11-1993,F,PAN,KYC00003812,01-09-2023,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3812@mail.com,-9921908344,27:44.8,Y
3813,CUST003813,Customer_3813,23-02-1986,M,Aadhaar,KYC00003813,07-09-2022,ACTIVE,Silver,Kolkata,West Bengal,India,customer3813@mail.com,-9886708588,27:44.8,Y
3814,CUST003814,Customer_3814,03-11-1990,F,Passport,KYC00003814,19-11-2023,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3814@mail.com,-9737691753,27:44.8,Y
3815,CUST003815,Customer_3815,09-10-1996,F,Passport,KYC00003815,15-04-2019,INACTIVE,Silver,Kolkata,West Bengal,India,customer3815@mail.com,-9695779081,27:44.8,Y
3816,CUST003816,Customer_3816,19-12-2006,F,Passport,KYC00003816,04-01-2024,ACTIVE,Silver,Delhi,Delhi,India,customer3816@mail.com,-9666336683,27:44.8,N
3817,CUST003817,Customer_3817,23-11-2010,M,Aadhaar,KYC00003817,15-01-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer3817@mail.com,-9734809008,27:44.8,N
3818,CUST003818,Customer_3818,13-02-2002,M,Aadhaar,KYC00003818,15-05-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3818@mail.com,-9136802243,27:44.8,Y
3819,CUST003819,Customer_3819,03-03-1991,F,PAN,KYC00003819,08-01-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer3819@mail.com,-9818080339,27:44.8,N
3820,CUST003820,Customer_3820,02-02-1991,M,Aadhaar,KYC00003820,13-05-2020,ACTIVE,Gold,Delhi,Delhi,India,customer3820@mail.com,-9403565905,27:44.8,Y
3821,CUST003821,Customer_3821,21-04-2007,M,Passport,KYC00003821,15-02-2026,ACTIVE,Platinum,Delhi,Delhi,India,customer3821@mail.com,-9338311657,27:44.8,Y
3822,CUST003822,Customer_3822,31-03-2011,F,Passport,KYC00003822,17-09-2024,ACTIVE,Silver,Delhi,Delhi,India,customer3822@mail.com,-9788851715,27:44.8,N
3823,CUST003823,Customer_3823,27-11-1996,M,Aadhaar,KYC00003823,06-03-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3823@mail.com,-9516105165,27:44.8,N
3824,CUST003824,Customer_3824,24-06-2009,M,Aadhaar,KYC00003824,02-04-2022,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3824@mail.com,-9500048458,27:44.8,Y
3825,CUST003825,Customer_3825,24-04-1999,F,PAN,KYC00003825,11-12-2018,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3825@mail.com,-9480451787,27:44.8,N
3826,CUST003826,Customer_3826,01-12-1999,F,Aadhaar,KYC00003826,28-04-2020,ACTIVE,Silver,Kolkata,West Bengal,India,customer3826@mail.com,-9905836779,27:44.8,Y
3827,CUST003827,Customer_3827,10-05-1986,F,PAN,KYC00003827,07-08-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3827@mail.com,-9872835435,27:44.8,Y
